"id","title","vote_average","vote_count","status","release_date","revenue","runtime","adult","backdrop_path","budget","homepage","imdb_id","original_language","original_title","overview","popularity","poster_path","tagline","genres","production_companies","production_countries","spoken_languages","keywords"
"168259","Furious 7","7.238","9988","Released","2015-04-01","1515341399","137","False","/cHkhb5A4gQRK6zs6Pv7zorHs8Nk.jpg","190000000","https://www.thefastsaga.com/fast-saga/ff7","tt2820852","en","Furious 7","Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.","62.276","/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg","Vengeance hits home","Action, Thriller, Crime","Original Film, One Race, Universal Pictures","United States of America","Arabic, English, Spanish, Thai","car race, speed, street race, revenge, race, muscle car"
"211672","Minions","6.395","9969","Released","2015-06-17","1156730962","91","False","/c7xTZ9EA6GpH72xJC5s0x0KKR1a.jpg","74000000","http://www.minionsmovie.com/","tt2293640","en","Minions","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.","26.414","/vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg","Before Gru, they had a history of bad bosses","Family, Animation, Adventure, Comedy","Illumination, Universal Pictures","United States of America","English","assistant, aftercreditsstinger, duringcreditsstinger, evil mastermind, illumination, minions"
"36557","Casino Royale","7.543","9959","Released","2006-11-14","599045960","144","False","/kjC48HRQpojr3FHx5pZF7Ro9xFg.jpg","150000000","https://www.mgm.com/movies/casino-royale-2006","tt0381061","en","Casino Royale","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","43.407","/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg","Everyone has a past. Every legend has a beginning.","Adventure, Action, Thriller","Eon Productions, Stillking Films, Columbia Pictures, Studio Babelsberg, Danjaq, Casino Royale Productions, Metro-Goldwyn-Mayer","Czech Republic, Germany, United Kingdom, United States of America","English, French","banker, casino, based on novel or book, poker, italy, money, torture, terrorism, mi6, british secret service, montenegro"
"18","The Fifth Element","7.53","9947","Released","1997-05-02","263920180","126","False","/wgvc3PmjQGtYYDWaeuV867mnFDs.jpg","90000000","","tt0119116","en","The Fifth Element","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","49.67","/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg","There is no future without it.","Adventure, Fantasy, Action, Thriller, Science Fiction","Gaumont, Buena Vista International","France, United States of America","English, Swedish, German","new york city, flying car, taxi, egypt, race against time, saving the world, cyborg, dystopia, anti hero, stowaway, space travel, arms dealer, alien life-form, end of the world, priest, shootout, police chase, cab driver, cyberpunk, archaeologist, space opera, military, opera singer, futuristic city, ancient evil, cruise liner, elemental, hieroglyphics, spaceship, good versus evil, alien robot"
"12405","Slumdog Millionaire","7.734","9916","Released","2008-11-12","378410542","120","False","/9IZvClXvhSxlp41eT0CyUEsyjqy.jpg","15000000","http://www.foxsearchlight.com/slumdogmillionaire","tt1010048","en","Slumdog Millionaire","A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","22.969","/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg","What does it take to find a lost love?","Drama, Romance","Celador Films, Film4 Productions","United Kingdom","French, Hindi, English","based on novel or book, slum, cheating, suspicion, mumbai (bombay), india, game show, quiz, orphan, duringcreditsstinger, taj mahal, india"
"62211","Monsters University","7.0","9903","Released","2013-06-19","743559607","104","False","/pK42lGbT48fClhtEcP7gvk4hoXP.jpg","200000000","","tt1453405","en","Monsters University","A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.","44.116","/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg","School never looked this scary.","Animation, Family","Pixar, Walt Disney Pictures","United States of America","English","friendship, monster, door, games, training camp, dormitory, feud, bully, prequel, best friend, university, fraternity, aftercreditsstinger, college student, personification"
"51876","Limitless","7.186","9900","Released","2011-03-08","161849455","105","False","/vQGo5VjJcHxpzIa8lMBFzpAth1w.jpg","27000000","http://www.iamrogue.com/limitless/fullsite/","tt1219289","en","Limitless","A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.","33.384","/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg","What if a pill could make you rich and powerful?","Thriller, Mystery, Science Fiction","Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International","United States of America","English, Italian, Russian, Mandarin, French","new york city, medicine, politician, iq, pill, stalking, superhuman, writer, drugs, threat, knowledge, nootropics, mind booster"
"206647","Spectre","6.533","9893","Released","2015-10-26","880674609","148","False","/cCKU3EuiSKt6xsOI6gg5kiFgZYm.jpg","245000000","https://www.mgm.com/movies/spectre","tt2379713","en","Spectre","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","33.598","/672kUEMtTHcaVYSVY4eiHEliHFa.jpg","A Plan No One Escapes","Action, Adventure, Thriller","Columbia Pictures, Metro-Goldwyn-Mayer, Eon Productions","United Kingdom, United States of America","French, English, Spanish, Italian, German","based on novel or book, spy, secret agent, sequel, mi6, british secret service, united kingdom"
"84892","The Perks of Being a Wallflower","7.8","9844","Released","2012-09-20","33400000","103","False","/qb6WoLJ9YtfhV7pgsTfUDlRYaCH.jpg","13000000","https://www.lionsgate.com/movies/the-perks-of-being-a-wallflower","tt1659337","en","The Perks of Being a Wallflower","Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.","40.616","/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg","We are infinite.","Drama","Mr. Mudd Production","United States of America","English","school friend, depression, high school, friendship, based on novel or book, trauma, coming of age, freshman, school, teenage boy, high school student, first love, aunt nephew relationship, lgbt, mental health, lgbt teen, pittsburgh, pennsylvania, 1990s, based on young adult novel, gay theme, boys' love (bl), teenager"
"1417","Pan's Labyrinth","7.757","9839","Released","2006-10-10","83258226","118","False","/o0IWa75BXyXryNDVqw0xoXZzy1J.jpg","19000000","","tt0457430","es","El laberinto del fauno","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","35.672","/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg","What happens when make-believe believes it's real?","Fantasy, Drama, War","Estudios Picasso, Esperanto Filmoj, Tequila Gang, Telecinco Cinema","Mexico, Spain, United States of America","Spanish","princess, army, spain, fairy tale, resistance, servant, anti hero, franco regime (francoism), woods, love, cruelty, hiding, labyrinth, magic realism, mythological, dark fairy tale, children in wartime, post spanish civil war, faun"
"8844","Jumanji","7.239","9833","Released","1995-12-15","262821940","104","False","/pYw10zrqfkdm3yD9JTO6vEGQhKy.jpg","65000000","http://www.sonypictures.com/movies/jumanji/","tt0113497","en","Jumanji","When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.","13.444","/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg","Roll the dice and unleash the excitement!","Adventure, Fantasy, Family","TriStar Pictures, Interscope Communications, Teitler Film, PolyGram Filmed Entertainment","United States of America","English, French","giant insect, board game, disappearance, jungle, recluse, stampede, based on young adult novel"
"76600","Avatar: The Way of Water","7.654","9830","Released","2022-12-14","2320250281","192","False","/8rpDcsfLJypbO6vREc0547VKqEv.jpg","460000000","https://www.avatar.com/movies/avatar-the-way-of-water","tt1630029","en","Avatar: The Way of Water","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","241.285","/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg","Return to Pandora.","Science Fiction, Adventure, Action","20th Century Studios, Lightstorm Entertainment","United States of America","English","dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war"
"411","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","7.126","9808","Released","2005-12-07","745013115","143","False","/9iRRfMZbnpgHDdKi2lczGGYZXDo.jpg","180000000","","tt0363771","en","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","123.542","/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg","Evil Has Reigned For 100 Years...","Adventure, Family, Fantasy","Walt Disney Pictures, Walden Media, C.S. Lewis Company","United Kingdom, United States of America","English, German","witch, epic, sibling relationship, saving the world, based on novel or book, self sacrifice, winter, fairy tale, cupboard, beaver, lion, surrealism, battle, based on children's book, fantasy world, duringcreditsstinger, 1940s, high fantasy, isekai, based on young adult novel, faun, good versus evil"
"2080","X-Men Origins: Wolverine","6.254","9797","Released","2009-04-28","373062864","107","False","/wvqdJLVh0mSblly7UnYFPEk04Wd.jpg","150000000","https://www.20thcenturystudios.com/movies/x-men-origins-wolverine","tt0458525","en","X-Men Origins: Wolverine","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.","4.317","/yj8LbTju1p7CUJg7US2unSBk33s.jpg","Witness the origin.","Adventure, Action, Thriller, Science Fiction","The Donners' Company, Seed Productions, 20th Century Fox","United States of America","English","army, corruption, superhero, mutant, boxer, based on comic, prequel, spin off, aftercreditsstinger, duringcreditsstinger"
